userName,score,at,content,content_tokens,content_tokens_fdist,content_tokens_WSW,content_normalized,content_tokens_stemmed,polarity_score,polarity
Reti Panggabean,5,2022-09-05 10:33:47,sangat membantu transaksi keuangan saya,"['sangat', 'membantu', 'transaksi', 'keuangan', 'saya']",<FreqDist with 5 samples and 5 outcomes>,"['membantu', 'transaksi', 'keuangan']","['membantu', 'transaksi', 'keuangan']","['bantu', 'transaksi', 'uang']",3,positive
Jody Setiawan,5,2022-09-05 10:33:10,alhamdulillah sungguh sangat membantu sekalidan mempermudah semua urusan saya,"['alhamdulillah', 'sungguh', 'sangat', 'membantu', 'sekalidan', 'mempermudah', 'semua', 'urusan', 'saya']",<FreqDist with 9 samples and 9 outcomes>,"['sungguh', 'membantu', 'sekalidan', 'mempermudah', 'urusan']","['sungguh', 'membantu', 'sekalidan', 'mempermudah', 'urusan']","['sungguh', 'bantu', 'sekalidan', 'mudah', 'urus']",5,positive
Zkay dalimba,5,2022-09-05 10:20:51,brimo udah bagus dan efisien untuk semua keperluan transaksi pokoknya mantappp masukan aja dari saya sekarang kartu atm simpedes sudah tidak di keluarkan lagi dan sebagai gantinya nasabah harus menggunakan brimo kalau bisa brimo ada fitur setor tunai karena hampir semua atm ada setor tunai nya terima kasih,"['brimo', 'udah', 'bagus', 'dan', 'efisien', 'untuk', 'semua', 'keperluan', 'transaksi', 'pokoknya', 'mantappp', 'masukan', 'aja', 'dari', 'saya', 'sekarang', 'kartu', 'atm', 'simpedes', 'sudah', 'tidak', 'di', 'keluarkan', 'lagi', 'dan', 'sebagai', 'gantinya', 'nasabah', 'harus', 'menggunakan', 'brimo', 'kalau', 'bisa', 'brimo', 'ada', 'fitur', 'setor', 'tunai', 'karena', 'hampir', 'semua', 'atm', 'ada', 'setor', 'tunai', 'nya', 'terima', 'kasih']",<FreqDist with 40 samples and 48 outcomes>,"['brimo', 'bagus', 'efisien', 'keperluan', 'transaksi', 'pokoknya', 'mantappp', 'masukan', 'kartu', 'atm', 'simpedes', 'keluarkan', 'gantinya', 'nasabah', 'brimo', 'brimo', 'fitur', 'setor', 'tunai', 'atm', 'setor', 'tunai', 'terima', 'kasih']","['brimo', 'bagus', 'efisien', 'keperluan', 'transaksi', 'pokoknya', 'mantappp', 'masukan', 'kartu', 'atm', 'simpananpedesaan', 'keluarkan', 'gantinya', 'nasabah', 'brimo', 'brimo', 'fitur', 'setor', 'tunai', 'atm', 'setor', 'tunai', 'terima', 'kasih']","['brimo', 'bagus', 'efisien', 'perlu', 'transaksi', 'pokok', 'mantappp', 'masuk', 'kartu', 'atm', 'simpananpedesaan', 'keluar', 'ganti', 'nasabah', 'brimo', 'brimo', 'fitur', 'setor', 'tunai', 'atm', 'setor', 'tunai', 'terima', 'kasih']",18,positive
Mirna D.M,5,2022-09-05 9:38:18,sangat membantu dan mudah untuk bertransaksi,"['sangat', 'membantu', 'dan', 'mudah', 'untuk', 'bertransaksi']",<FreqDist with 6 samples and 6 outcomes>,"['membantu', 'mudah', 'bertransaksi']","['membantu', 'mudah', 'bertransaksi']","['bantu', 'mudah', 'transaksi']",6,positive
nina yusnia,5,2022-08-14 6:36:55,jadi lebih mudah isi pulsa bayar bpjs bayar listrik cek saldo juga cukup di rumah gak perlu lagi ke atm transfer cukup di hp aja ke atm sekarang mah cuman tarik tunai aja sisanya cukup di hp aja lewat brimo terimakasih sudah memudahkan untuk bertransaksi,"['jadi', 'lebih', 'mudah', 'isi', 'pulsa', 'bayar', 'bpjs', 'bayar', 'listrik', 'cek', 'saldo', 'juga', 'cukup', 'di', 'rumah', 'gak', 'perlu', 'lagi', 'ke', 'atm', 'transfer', 'cukup', 'di', 'hp', 'aja', 'ke', 'atm', 'sekarang', 'mah', 'cuman', 'tarik', 'tunai', 'aja', 'sisanya', 'cukup', 'di', 'hp', 'aja', 'lewat', 'brimo', 'terimakasih', 'sudah', 'memudahkan', 'untuk', 'bertransaksi']",<FreqDist with 35 samples and 45 outcomes>,"['mudah', 'isi', 'pulsa', 'bayar', 'bpjs', 'bayar', 'listrik', 'cek', 'saldo', 'rumah', 'atm', 'transfer', 'hp', 'atm', 'cuman', 'tarik', 'tunai', 'sisanya', 'hp', 'brimo', 'terimakasih', 'memudahkan', 'bertransaksi']","['mudah', 'isi', 'pulsa', 'bayar', 'bpjs', 'bayar', 'listrik', 'cek', 'saldo', 'rumah', 'atm', 'transfer', 'hp', 'atm', 'Cuma', 'tarik', 'tunai', 'sisanya', 'hp', 'brimo', 'terimakasih', 'memudahkan', 'bertransaksi']","['mudah', 'isi', 'pulsa', 'bayar', 'bpjs', 'bayar', 'listrik', 'cek', 'saldo', 'rumah', 'atm', 'transfer', 'hp', 'atm', 'cuma', 'tarik', 'tunai', 'sisa', 'hp', 'brimo', 'terimakasih', 'mudah', 'transaksi']",1,positive
rara sadam,5,2022-09-05 9:37:46,berjalan dengan baik sangat membantu,"['berjalan', 'dengan', 'baik', 'sangat', 'membantu']",<FreqDist with 5 samples and 5 outcomes>,"['berjalan', 'membantu']","['berjalan', 'membantu']","['jalan', 'bantu']",-1,negative
Steni Nurdin,5,2022-09-05 9:33:08,lebih muda bertransaksi thank,"['lebih', 'muda', 'bertransaksi', 'thanks']",<FreqDist with 4 samples and 4 outcomes>,"['muda', 'bertransaksi', 'thanks']","['muda', 'bertransaksi', 'terimakasih']","['muda', 'transaksi', 'terimakasih']",7,positive
Pilemon Doku,5,2022-09-05 9:32:12,sangat membantu dan nyaman pake aplikasi brimo,"['sangat', 'membantu', 'dan', 'nyaman', 'pake', 'aplikasi', 'brimo']",<FreqDist with 7 samples and 7 outcomes>,"['membantu', 'nyaman', 'pake', 'aplikasi', 'brimo']","['membantu', 'nyaman', 'pakai', 'aplikasi', 'brimo']","['bantu', 'nyaman', 'pakai', 'aplikasi', 'brimo']",-1,negative
Cah java Klaten new,5,2022-09-05 9:29:38,sangat membantu di dalam kebutuhan sehari hari,"['sangat', 'membantu', 'di', 'dalam', 'kebutuhan', 'sehari', 'hari']",<FreqDist with 7 samples and 7 outcomes>,"['membantu', 'kebutuhan', 'sehari']","['membantu', 'kebutuhan', 'sehari']","['bantu', 'butuh', 'hari']",-6,negative
Ryo Figriawan,5,2022-09-05 9:23:23,sangat membantu dalam segala hal dan sangat mudah untuk brtransaksi,"['sangat', 'membantu', 'dalam', 'segala', 'hal', 'dan', 'sangat', 'mudah', 'untuk', 'brtransaksi']",<FreqDist with 9 samples and 10 outcomes>,"['membantu', 'mudah', 'brtransaksi']","['membantu', 'mudah', 'brtransaksi']","['bantu', 'mudah', 'brtransaksi']",2,positive
STR victor,5,2022-08-14 4:46:18,sejauh ini oky saja cuman klw login di hp yg lain sebelum longout itu todak bisa saya ganti hp baru karna rusak jdi susah login,"['sejauh', 'ini', 'oky', 'saja', 'cuman', 'klw', 'login', 'di', 'hp', 'yg', 'lain', 'sebelum', 'longout', 'itu', 'todak', 'bisa', 'saya', 'ganti', 'hp', 'baru', 'karna', 'rusak', 'jdi', 'susah', 'login']",<FreqDist with 23 samples and 25 outcomes>,"['oky', 'cuman', 'login', 'hp', 'longout', 'todak', 'ganti', 'hp', 'karna', 'rusak', 'susah', 'login']","['oky', 'Cuma', 'login', 'hp', 'longout', 'todak', 'ganti', 'hp', 'karena', 'rusak', 'susah', 'login']","['oky', 'cuma', 'login', 'hp', 'longout', 'todak', 'ganti', 'hp', 'karena', 'rusak', 'susah', 'login']",-10,negative
Tison Tarigan Wapso,5,2022-09-05 9:23:11,kalau bisa kedepan nya tolong resi nya supaya bisa di print,"['kalau', 'bisa', 'kedepan', 'nya', 'tolong', 'resi', 'nya', 'supaya', 'bisa', 'di', 'print']",<FreqDist with 9 samples and 11 outcomes>,"['kedepan', 'tolong', 'resi', 'print']","['kedepan', 'tolong', 'resi', 'print']","['depan', 'tolong', 'resi', 'print']",-2,negative
putra suryasa,5,2022-09-05 9:19:32,oksangat berguna,"['oksangat', 'berguna']",<FreqDist with 2 samples and 2 outcomes>,"['oksangat', 'berguna']","['oksangat', 'berguna']","['oksangat', 'guna']",1,positive
Panji Asmoro,5,2022-08-14 2:43:03,tolong kl untuk daftar brimo knp sering error ya mertua saya mau daftar tapi error terus padahal pulsa kesedot terus setiap mau verifikasi error,"['tolong', 'kl', 'untuk', 'daftar', 'brimo', 'knp', 'sering', 'error', 'ya', 'mertua', 'saya', 'mau', 'daftar', 'tapi', 'error', 'terus', 'padahal', 'pulsa', 'kesedot', 'terus', 'setiap', 'mau', 'verifikasi', 'error']",<FreqDist with 19 samples and 24 outcomes>,"['tolong', 'daftar', 'brimo', 'knp', 'error', 'mertua', 'daftar', 'error', 'pulsa', 'kesedot', 'verifikasi', 'error']","['tolong', 'daftar', 'brimo', 'kenapa', 'error', 'mertua', 'daftar', 'error', 'pulsa', 'kesedot', 'verifikasi', 'error']","['tolong', 'daftar', 'brimo', 'kenapa', 'error', 'mertua', 'daftar', 'error', 'pulsa', 'sedot', 'verifikasi', 'error']",-24,negative
Mim 291,5,2022-09-05 9:12:59,mudah cepat terima kasih bri,"['mudah', 'cepat', 'terima', 'kasih', 'bri']",<FreqDist with 5 samples and 5 outcomes>,"['mudah', 'cepat', 'terima', 'kasih', 'bri']","['mudah', 'cepat', 'terima', 'kasih', 'bri']","['mudah', 'cepat', 'terima', 'kasih', 'bri']",6,positive
Fitri Reza,5,2022-09-05 9:09:08,sayangnya gk bisa mengajukan pinjaman diaplikasi ini,"['sayangnya', 'gk', 'bisa', 'mengajukan', 'pinjaman', 'diaplikasi', 'ini']",<FreqDist with 7 samples and 7 outcomes>,"['sayangnya', 'mengajukan', 'pinjaman', 'diaplikasi']","['sayangnya', 'mengajukan', 'pinjaman', 'diaplikasi']","['sayang', 'aju', 'pinjam', 'aplikasi']",-7,negative
ãBBTã Hanna,5,2022-09-05 8:54:22,pembayaran via qris mantap,"['pembayaran', 'via', 'qris', 'mantap']",<FreqDist with 4 samples and 4 outcomes>,"['pembayaran', 'via', 'qris', 'mantap']","['pembayaran', 'via', 'qris', 'mantap']","['bayar', 'via', 'qris', 'mantap']",3,positive
Fany Rhmasari,5,2022-09-05 8:45:26,mempermudah untuk melakukan segala transaksi wajib untuk menggunakannya,"['mempermudah', 'untuk', 'melakukan', 'segala', 'transaksi', 'wajib', 'untuk', 'menggunakannya']",<FreqDist with 7 samples and 8 outcomes>,"['mempermudah', 'transaksi', 'wajib', 'menggunakannya']","['mempermudah', 'transaksi', 'wajib', 'menggunakannya']","['mudah', 'transaksi', 'wajib', 'guna']",6,positive
asp hn,5,2022-09-05 8:40:15,sangat mudahsimpelprakti,"['sangat', 'mudahsimpelpraktis']",<FreqDist with 2 samples and 2 outcomes>,['mudahsimpelpraktis'],['mudahsimpelpraktis'],['mudahsimpelpraktis'],0,negative
Gerry Prabu,5,2022-08-13 16:35:21,bagus  stabil tp hrs memerlukan internet yg stabil juga agar stabil kecepatan data nya,"['bagus', 'stabil', 'tp', 'hrs', 'memerlukan', 'internet', 'yg', 'stabil', 'juga', 'agar', 'stabil', 'kecepatan', 'data', 'nya']",<FreqDist with 12 samples and 14 outcomes>,"['bagus', 'stabil', 'hrs', 'internet', 'stabil', 'stabil', 'kecepatan', 'data']","['bagus', 'stabil', 'harus', 'internet', 'stabil', 'stabil', 'kecepatan', 'data']","['bagus', 'stabil', 'harus', 'internet', 'stabil', 'stabil', 'cepat', 'data']",-1,negative
Andi Zaenal,5,2022-08-13 15:57:09,interface aplikasi nya userfriendly banget simple jelas praktis lancar sehat dan terasa aman yg paling penting aman dan semoga aman terus sy memakai nya amiinn,"['interface', 'aplikasi', 'nya', 'userfriendly', 'banget', 'simple', 'jelas', 'praktis', 'lancar', 'sehat', 'dan', 'terasa', 'aman', 'yg', 'paling', 'penting', 'aman', 'dan', 'semoga', 'aman', 'terus', 'sy', 'memakai', 'nya', 'amiinn']",<FreqDist with 21 samples and 25 outcomes>,"['interface', 'aplikasi', 'userfriendly', 'banget', 'simple', 'praktis', 'lancar', 'sehat', 'aman', 'aman', 'semoga', 'aman', 'memakai', 'amiinn']","['interface', 'aplikasi', 'userfriendly', 'banget', 'simple', 'praktis', 'lancar', 'sehat', 'aman', 'aman', 'semoga', 'aman', 'memakai', 'amiinn']","['interface', 'aplikasi', 'userfriendly', 'banget', 'simple', 'praktis', 'lancar', 'sehat', 'aman', 'aman', 'moga', 'aman', 'pakai', 'amiinn']",9,positive
Rahayu Meta02,5,2022-08-13 15:03:46,asli inituh yang susah di daftar nyabner yg ngulang terus dan bisa di bilang agak repot sihh apalagi di bagian video wajah buat verifikasi data kedepannya mudahan di perbaiki lagidi permudah daftarnya,"['asli', 'inituh', 'yang', 'susah', 'di', 'daftar', 'nyabner', 'yg', 'ngulang', 'terus', 'dan', 'bisa', 'di', 'bilang', 'agak', 'repot', 'sihh', 'apalagi', 'di', 'bagian', 'video', 'wajah', 'buat', 'verifikasi', 'data', 'kedepannya', 'mudahan', 'di', 'perbaiki', 'lagidi', 'permudah', 'daftarnya']",<FreqDist with 29 samples and 32 outcomes>,"['asli', 'inituh', 'susah', 'daftar', 'nyabner', 'ngulang', 'repot', 'sihh', 'video', 'wajah', 'verifikasi', 'data', 'kedepannya', 'mudahan', 'perbaiki', 'lagidi', 'permudah', 'daftarnya']","['asli', 'inituh', 'susah', 'daftar', 'nyabner', 'ngulang', 'repot', 'sihh', 'video', 'wajah', 'verifikasi', 'data', 'kedepannya', 'mudahan', 'perbaiki', 'lagidi', 'permudah', 'daftarnya']","['asli', 'inituh', 'susah', 'daftar', 'nyabner', 'ngulang', 'repot', 'sihh', 'video', 'wajah', 'verifikasi', 'data', 'depan', 'mudah', 'baik', 'lagidi', 'mudah', 'daftar']",-7,negative
Tota Venture,5,2022-09-05 8:36:21,mantap sekali mempermudah pengiriman dan sebagainya,"['mantap', 'sekali', 'mempermudah', 'pengiriman', 'dan', 'sebagainya']",<FreqDist with 6 samples and 6 outcomes>,"['mantap', 'mempermudah', 'pengiriman']","['mantap', 'mempermudah', 'pengiriman']","['mantap', 'mudah', 'kirim']",10,positive
Awan Setia,5,2022-09-05 8:33:34,sangat sangat mudah dan cepat tanpa kendala semoga kedepan nya lebih cepat dan lebih mudah,"['sangat', 'sangat', 'mudah', 'dan', 'cepat', 'tanpa', 'kendala', 'semoga', 'kedepan', 'nya', 'lebih', 'cepat', 'dan', 'lebih', 'mudah']",<FreqDist with 10 samples and 15 outcomes>,"['mudah', 'cepat', 'kendala', 'semoga', 'kedepan', 'cepat', 'mudah']","['mudah', 'cepat', 'kendala', 'semoga', 'kedepan', 'cepat', 'mudah']","['mudah', 'cepat', 'kendala', 'moga', 'depan', 'cepat', 'mudah']",7,positive
johan sefian,5,2022-09-05 8:31:51,sangat membantu,"['sangat', 'membantu']",<FreqDist with 2 samples and 2 outcomes>,['membantu'],['membantu'],['bantu'],-1,negative
dicky prasetya,5,2022-08-13 11:00:43,stok kartu datengnya kapan ya kak trus coba kalo ada fitur setor tunai sperti bank sebelahsama jaringannya lebih diperkuatdiperbaiki lagi tambah makin joss deh sepertinya kak,"['stok', 'kartu', 'datengnya', 'kapan', 'ya', 'kak', 'trus', 'coba', 'kalo', 'ada', 'fitur', 'setor', 'tunai', 'sperti', 'bank', 'sebelahsama', 'jaringannya', 'lebih', 'diperkuatdiperbaiki', 'lagi', 'tambah', 'makin', 'joss', 'deh', 'sepertinya', 'kak']",<FreqDist with 25 samples and 26 outcomes>,"['stok', 'kartu', 'datengnya', 'coba', 'fitur', 'setor', 'tunai', 'sperti', 'bank', 'sebelahsama', 'jaringannya', 'diperkuatdiperbaiki']","['stok', 'kartu', 'datengnya', 'coba', 'fitur', 'setor', 'tunai', 'sperti', 'bank', 'sebelahsama', 'jaringannya', 'diperkuatdiperbaiki']","['stok', 'kartu', 'datengnya', 'coba', 'fitur', 'setor', 'tunai', 'sperti', 'bank', 'sebelahsama', 'jaring', 'diperkuatdiperbaiki']",4,positive
Eka Wardana,5,2022-08-13 10:20:32,bagi saya mantap aplikasi brimo semua makin mudah untuk melakukan transaksi mudah mudahan kedepannya lebih bagus lagi dan ada tambahan pitur pitur yang baru,"['bagi', 'saya', 'mantap', 'aplikasi', 'brimo', 'semua', 'makin', 'mudah', 'untuk', 'melakukan', 'transaksi', 'mudah', 'mudahan', 'kedepannya', 'lebih', 'bagus', 'lagi', 'dan', 'ada', 'tambahan', 'pitur', 'pitur', 'yang', 'baru']",<FreqDist with 22 samples and 24 outcomes>,"['mantap', 'aplikasi', 'brimo', 'mudah', 'transaksi', 'mudah', 'mudahan', 'kedepannya', 'bagus', 'tambahan', 'pitur', 'pitur']","['mantap', 'aplikasi', 'brimo', 'mudah', 'transaksi', 'mudah', 'mudahan', 'kedepannya', 'bagus', 'tambahan', 'pitur', 'pitur']","['mantap', 'aplikasi', 'brimo', 'mudah', 'transaksi', 'mudah', 'mudah', 'depan', 'bagus', 'tambah', 'pitur', 'pitur']",15,positive
johan sefian,5,2022-09-05 8:31:51,sangat membantu,"['sangat', 'membantu']",<FreqDist with 2 samples and 2 outcomes>,['membantu'],['membantu'],['bantu'],-1,negative
Olvie getruida Legi,5,2022-09-05 8:26:10,membantu kami lebih mudah utk tranfer dan lain lainnya,"['membantu', 'kami', 'lebih', 'mudah', 'utk', 'tranfer', 'dan', 'lain', 'lainnya']",<FreqDist with 9 samples and 9 outcomes>,"['membantu', 'mudah', 'tranfer']","['membantu', 'mudah', 'tranfer']","['bantu', 'mudah', 'tranfer']",2,positive
adi sutrisno,5,2022-08-13 9:04:13,aplikasinya membantu banget ya buat yang gak bisa verikisasi vidio mending langsung dateng aja deh ke bri nya jadi langsung di bantu sama pegawai bri nya pengalaman sendiri kemarin gak bisa verivikasi vidio lewat hp sendiri begitu ke bank nya ada pegawai yang bantu lewat laptop ya langsung bisa,"['aplikasinya', 'membantu', 'banget', 'ya', 'buat', 'yang', 'gak', 'bisa', 'verikisasi', 'vidio', 'mending', 'langsung', 'dateng', 'aja', 'deh', 'ke', 'bri', 'nya', 'jadi', 'langsung', 'di', 'bantu', 'sama', 'pegawai', 'bri', 'nya', 'pengalaman', 'sendiri', 'kemarin', 'gak', 'bisa', 'verivikasi', 'vidio', 'lewat', 'hp', 'sendiri', 'begitu', 'ke', 'bank', 'nya', 'ada', 'pegawai', 'yang', 'bantu', 'lewat', 'laptop', 'ya', 'langsung', 'bisa']",<FreqDist with 33 samples and 49 outcomes>,"['aplikasinya', 'membantu', 'banget', 'verikisasi', 'vidio', 'mending', 'dateng', 'bri', 'bantu', 'pegawai', 'bri', 'pengalaman', 'kemarin', 'verivikasi', 'vidio', 'hp', 'bank', 'pegawai', 'bantu', 'laptop']","['aplikasinya', 'membantu', 'banget', 'verikisasi', 'vidio', 'lebihbaik', 'datang', 'bri', 'bantu', 'pegawai', 'bri', 'pengalaman', 'kemarin', 'verivikasi', 'vidio', 'hp', 'bank', 'pegawai', 'bantu', 'laptop']","['aplikasi', 'bantu', 'banget', 'verikisasi', 'vidio', 'lebihbaik', 'datang', 'bri', 'bantu', 'pegawai', 'bri', 'alam', 'kemarin', 'verivikasi', 'vidio', 'hp', 'bank', 'pegawai', 'bantu', 'laptop']",-4,negative
Hendra Suratman,5,2022-09-05 8:19:06,sangat membatu banyak h,"['sangat', 'membatu', 'banyak', 'hal']",<FreqDist with 4 samples and 4 outcomes>,['membatu'],['membatu'],['batu'],0,negative
Moh Arifin,5,2022-09-05 8:06:57,transaksi non tunai cukup mudah dari manapun berada,"['transaksi', 'non', 'tunai', 'cukup', 'mudah', 'dari', 'manapun', 'berada']",<FreqDist with 8 samples and 8 outcomes>,"['transaksi', 'non', 'tunai', 'mudah', 'manapun']","['transaksi', 'non', 'tunai', 'mudah', 'manapun']","['transaksi', 'non', 'tunai', 'mudah', 'mana']",10,positive
Agus Dwi 412p,5,2022-09-05 8:06:17,puas dan cepat utk transaksi,"['puas', 'dan', 'cepat', 'utk', 'transaksi']",<FreqDist with 5 samples and 5 outcomes>,"['puas', 'cepat', 'transaksi']","['puas', 'cepat', 'transaksi']","['puas', 'cepat', 'transaksi']",7,positive
Rio Potgieters,5,2022-08-13 7:11:00,aplikasi ini sangat sangat membantu hanya saja harus membutuhkan jaringan internet yang kuat beberapa kali gagal transaksi karna hal itu selebihnya oke pisan,"['aplikasi', 'ini', 'sangat', 'sangat', 'membantu', 'hanya', 'saja', 'harus', 'membutuhkan', 'jaringan', 'internet', 'yang', 'kuat', 'beberapa', 'kali', 'gagal', 'transaksi', 'karna', 'hal', 'itu', 'selebihnya', 'oke', 'pisan']",<FreqDist with 22 samples and 23 outcomes>,"['aplikasi', 'membantu', 'membutuhkan', 'jaringan', 'internet', 'kuat', 'gagal', 'transaksi', 'karna', 'selebihnya', 'oke', 'pisan']","['aplikasi', 'membantu', 'membutuhkan', 'jaringan', 'internet', 'kuat', 'gagal', 'transaksi', 'karena', 'selebihnya', 'oke', 'sangat']","['aplikasi', 'bantu', 'butuh', 'jaring', 'internet', 'kuat', 'gagal', 'transaksi', 'karena', 'lebih', 'oke', 'sangat']",-10,negative
Moelkhan Pulungan,5,2022-08-13 4:41:42,praktis dan bagus hanya saja kanapa tidak tercatat di pengeluaran jika dilakukan penarikan dengan atm program terbaru itu otomatis tersaji didepan jika kita masuk ke brimo nah itu yg saya maksud tapi ya sudah lah,"['praktis', 'dan', 'bagus', 'hanya', 'saja', 'kanapa', 'tidak', 'tercatat', 'di', 'pengeluaran', 'jika', 'dilakukan', 'penarikan', 'dengan', 'atm', 'program', 'terbaru', 'itu', 'otomatis', 'tersaji', 'didepan', 'jika', 'kita', 'masuk', 'ke', 'brimo', 'nah', 'itu', 'yg', 'saya', 'maksud', 'tapi', 'ya', 'sudah', 'lah']",<FreqDist with 33 samples and 35 outcomes>,"['praktis', 'bagus', 'kanapa', 'tercatat', 'pengeluaran', 'penarikan', 'atm', 'program', 'terbaru', 'otomatis', 'tersaji', 'didepan', 'brimo']","['praktis', 'bagus', 'kanapa', 'tercatat', 'pengeluaran', 'penarikan', 'atm', 'program', 'terbaru', 'otomatis', 'tersaji', 'didepan', 'brimo']","['praktis', 'bagus', 'kanapa', 'catat', 'keluar', 'tari', 'atm', 'program', 'baru', 'otomatis', 'saji', 'depan', 'brimo']",7,positive
Muklas Adp,5,2022-08-13 4:20:15,untuk login masukkan username dan password nya kok salah terus ya padahal blm lama ganti username dan password nya sekali dimasukkan lg gx bisa untung aja bisa pakai sidik jari tapi udh bagus lah tolong ya min ditingkatkan lagi,"['untuk', 'login', 'masukkan', 'username', 'dan', 'password', 'nya', 'kok', 'salah', 'terus', 'ya', 'padahal', 'blm', 'lama', 'ganti', 'username', 'dan', 'password', 'nya', 'sekali', 'dimasukkan', 'lg', 'gx', 'bisa', 'untung', 'aja', 'bisa', 'pakai', 'sidik', 'jari', 'tapi', 'udh', 'bagus', 'lah', 'tolong', 'ya', 'min', 'ditingkatkan', 'lagi']",<FreqDist with 33 samples and 39 outcomes>,"['login', 'masukkan', 'username', 'password', 'salah', 'ganti', 'username', 'password', 'dimasukkan', 'gx', 'untung', 'pakai', 'sidik', 'jari', 'udh', 'bagus', 'tolong', 'ditingkatkan']","['login', 'masukkan', 'username', 'password', 'salah', 'ganti', 'username', 'password', 'dimasukkan', 'gx', 'untung', 'pakai', 'sidik', 'jari', 'sudah', 'bagus', 'tolong', 'ditingkatkan']","['login', 'masuk', 'username', 'password', 'salah', 'ganti', 'username', 'password', 'masuk', 'gx', 'untung', 'pakai', 'sidik', 'jari', 'sudah', 'bagus', 'tolong', 'tingkat']",-8,negative
