userName,score,at,content
Kusno_id,5,2022-09-05 0:03:53,Mudah muadahan Brimo Semakin Aman dan Lebih baik
Nde Bahtiar,5,2022-09-04 23:31:16,Lebih praktis d banding pakai kartu ATM..👍👍👍 😃
Siti Rosbiah,4,2022-09-04 23:27:55,Berguna sekali goood
Mukhlis Arfan,5,2022-09-04 23:23:17,Sangat memudahkan pengguna.
Elida sari,5,2022-09-04 23:09:14,Aplikasi paling mantul sangat sangat memudahkan apapun transaksi nya👍👍👍
Rehan Han,5,2022-09-04 23:07:11,Sgt suka pakai brimo
Rusdimaulana Maulana,5,2022-09-04 22:59:51,Alhamdulillah belum ada kendala pakai m banking brimo
M. Wira Pranata,5,2022-08-08 23:53:42,"Aplikasi nya joss banget, fitur2 nya lengkap dan mudah digunakan, super simpel, sangat memudahkan dalam bertransaksi di era digital."
Selya Prananda,5,2022-09-04 22:57:22,sangat baik
Hasri Anto,5,2022-09-04 22:45:56,aplikasi sangat membantu terimakasi
Rangga Fajra Pradipta,5,2022-08-08 17:52:19,"Ui nya sih keren skrg. Tp fitur nya kok dikurangin? Fitur bayar asuransi prudential gk ada lg. Login susah, logout nya pun susah 😐😐"
budi cenil,5,2022-09-04 22:28:22,Transaksi apapun jadi lancar.. 👍👍👍
Yana Supriatna,5,2022-08-08 15:22:09,"Aplikasi mudah dan simpel prosesnya cepat dan tidak ribet,cuma daftar brimo nya rekening selalu salah mohon bantuannya"
Kembar Identik Official,5,2022-09-04 22:27:31,Mantap...memudahkan segalanya...
Frans Tegai,5,2022-09-04 22:01:38,"Sangat membantu dalam transaksi, terimakasih BRIMO"
Alloy Destroy,5,2022-09-04 22:00:37,Aman mudah terpercaya
consider adventure,5,2022-09-04 21:42:34,Sangat membantu
didi suhadi,5,2022-08-08 13:57:11,Pokonya mantap jadi segala transaksi lebih mudah dan praktis kalo bisa adain fitur pinjaman umkm kur buat para umkm kecil seperti sy ini agar lebih mudah untuk menambah modal .. Terima kasih BRI 👍👍🙏🙏🙏
Sang Oman,5,2022-09-04 21:24:27,"Banyak kemudahan, suksma BRImo"
Aang Doank,5,2022-09-04 20:12:31,Bagus membantu sekali
Novia Dian Kartika Wulandari 611,5,2022-09-04 19:05:18,"Ada kendala, hubungi call center langsung diperbaiki"
Adi Saputra,5,2022-09-04 17:58:36,Sangat bagus aplikasi ini
hendera saputra,5,2022-09-04 18:42:05,Mudah bagt pake brimo ini
OLENG Channel,4,2022-09-04 17:40:55,"Sangat Mudah untuk di pakai, Brimo sukses selalu"
Eulis Susilawati,5,2022-08-08 10:28:08,"Maa Syaa Allah sangat mempermudah sekali, klw mau transfer gk usah repot-repot pergi ke agen cukup buka BRImo aja, tapi resiko nya jadi top up shopee Mulu hihi gk papa yg penting kebutuhan pribadi terpenuhi, makasih banyak BRImo"
dara kurnia,2,2022-09-04 17:20:21,"Saya barusan top up dana kenapa belumasuk juga ya ke dana padahal nama nya Sama, dan nmr nya betul"
Dwi Saputra,5,2022-09-04 16:59:41,Ok mantap membantu sekali
Aby Naila,5,2022-09-04 16:48:40,Sangat mempermudah transaksi
Asef Supriyanto,5,2022-09-04 16:27:25,"Mantap, sangat membantu, terimakasih bank BRI, melayani sepenuh hati"
ella Mufiqoh,5,2022-09-04 15:58:59,awal nya ribet setelah ngerti mudah juga
Efendi Beni,5,2022-09-04 15:35:39,Sangat memuaskan karena sangat membantu dalam mengatur keuangan
Ela Ela,4,2022-09-04 15:33:43,Untuk saat ini aman pelayanannya😊😊
Ismail Saleh,5,2022-09-04 15:15:11,Aplikasi yg sangat membantu dan simpel Mantap dah pokoknya 👍
Gerry Prakoso,5,2022-09-04 15:07:20,Bagus sekali dan sangat membantu
enny 19,5,2022-09-04 15:02:45,Sangat memudahkan untuk kita tanpa harus lagi menggunakan atm
desliana sitorus,5,2022-09-04 14:04:49,"Sejauh ini aman, gk perlu lg capek jauh2 klwr klw mw transfer, semoga semakin lebih baik lagi kedepan nya"
Agung Prihatin,5,2022-09-04 13:38:45,Sangat membantu kita bertransaksi...thanks BRI mo
Fardy Bahar,5,2022-09-04 13:33:42,"Gak neko neko,cepat mudah aman"
ahmad Syukur,5,2022-09-04 13:32:18,Sangat membantu
Education Channel_89,5,2022-09-04 13:30:10,pelayanan mantap trus lebih ditingkatkan
Budi Atmanto,5,2022-09-04 13:27:49,Mudah sekaliiii..bermanfaat banyak
Rega Saputra,5,2022-09-04 13:22:38,"Sangat membantu ,untuk transaksi"
reymond arie,5,2022-09-04 13:21:46,Sangat berguna
anjar laksmana,5,2022-09-04 13:12:07,Sangat bagus mudah untuk Transaksi apa saja
Anto Libra,5,2022-09-04 13:07:15,Sangat membantu kebutuhan saya.
Rico N1rvana,5,2022-08-08 0:54:37,Sangat membantu untuk transaksi. Makasih brimo maju terus dan tingkatkan keamanan dan kenyamanan untuk pengunanya.
Badrus BN,5,2022-09-04 13:03:13,"Sangat membantu sekali aplikasi ini, dan semoga system keamanannya tidak mengecewakan"
Hegar Manah,5,2022-08-08 0:04:11,"Sangat bermanfaat,dan simple anti ribet jadi bsa di gunakan saat waktu sempit,,moga bsa lbh di tingkat kn lagi dalam tekhnik sistem nya dan jaya di udara sllu"
penjuru guntung,5,2022-09-04 12:58:10,Membuat semua pembayaran lebih mudah
Keyyisa Nur Khafiza,5,2022-08-07 22:50:44,Sangat membantu sekali untuk yang jauh dari Atm/Bri link.transaksi apa saja bisa dengan mudah'nya di lakukan dirumah lewat hp☺Daftarnya pun mudah gak perlu berangkat dulu ke bank😁Terimakasih
Dudi Mulyadi,5,2022-09-04 12:52:56,Sangat membantu
Teguh Roesjanto,4,2022-09-04 12:47:08,Kali ini transfer jossss
EDY PURWANTO,5,2022-09-04 12:46:32,Mudah cepat dan bagus
Luqna Haliya S. A,5,2022-08-07 16:23:06,"Aku suka pakai brimo, sejak kebijakan pertama yg menyatakan bahwa brimo bisa didaftarkan lewat online tanpa harus ke teller bank, aku coba daftar trnyata bisa cuma modal install aja, krna no hp lama angus, akhirnya diarahkan ke ATM untuk penggantian no hp ternyata bisa dong, link registrasi di kirim lewat SMS, dan sudah bisa dipakai... cinta banget Ama brimo😃🥰💖"
Tia Pangestu,5,2022-09-04 12:37:14,"Alhamdulillah ya Allah,tahun kemarin login di brimo susah sekali,ada aja kendalanya,dan sekarang login ulang alhamdulilah lebih mudah, terimakasih kak🙏🌼"
Rendy Nando Desperado,5,2022-09-04 12:17:48,"Mudah dipahami, transaksi enak gak ribet.. terus tingkatkan kenyamanan pengguna BRIMO"
Tito 07,1,2022-08-07 10:12:40,"Transaksi lebih mudah,cepat dan hemat waktu.tingkatkan trs pelayanan fitur brimo"
melvianzhe,5,2022-09-04 12:15:59,"Suka, bisa membantu kapanpun dan dimanapun"
Pahlwiyah Gp,5,2022-08-07 9:02:29,"Sepertinya Aplikasi BRImo BRI tidak semua HP bisa mendowloadapk apk nya, apakah ada apk lainnya yg bisa digunakan untuk mempermudah transaksi ."
agus subentar,5,2022-08-07 9:02:12,Hati-hati bagi yang bermasalah dengan brimo dan dihubungi via email oleh pihak aplikasi bukan lgsg dri pihak BRI dan disuruh mengisi data2 akun brimo lewat link alternatif maka janganlah dituruti. Membahayakan!
Nadira Family,1,2022-08-07 8:59:43,"Aplikasi susah bangat... Sudah ratusan kali saya coba daftar gak lolos2 pas perekaman wajah... Ditanyaka BRI alasannya jaringan, mau dibawah tower pun tetap gagal, mau berdiri, duduk, tiduran, nungging ngerayap perekaman video tetap gagal.... Janganbikin aplikasi kalau susah seperti ini...."
Dwi Kumala Sari,1,2022-08-07 8:25:58,Aplikasi selalu Bug . Padahal masih proses masukan foto KTP . Bagaimana ini tolong di bantu . Klik whatsapp juga tidak tersedia . segera perbaiki
Hanggit Susilo,1,2022-08-07 7:08:24,"Semula fitur utk pembayaran PDAM, telepon, listrik berjalan lancar, tetapi tidak tau kenapa skr selalu ngelag kalau utk buka fitur tersebut, padahal aplikasi sudah di-update...mohon bantuanya"
Mqs Linda,1,2022-08-07 7:05:49,"Proses verifikasi pendaftaran yang paling akhir susah,tak masuk masuk. Koneksi INTERNET SEKENCANG KENCANGNYA ,masak opsi balasannya periksa hp anda tidak ada koneksi internet / bermasalah .dicoba sampe 5x balasannya tetap sama.klu ngk ada internet manamungkin mendaftar sampai 5x"
Irwansyah Pratama,1,2022-08-07 6:51:56,"Sudah coba berkali"" Tapi gagal terus di verifikasi wajah padahal udah pake wifi tetap aja gk bisa apasih ni apk gk jelasss bangett bukan mempermudah malah mempersulit"
asia makmur rejeki,1,2022-08-07 5:51:17,Brimo sering terblokir sendiri atau entah sengaja diblokir agar nasabah ke kantor. Keamanan sangat rendah. Sangat merugikan nasabah. Mohon untuk sistemnya diperbaiki lagi dengan yang lebih aman. Pakai brimo berharap lebih praktis malah jadi sangat amat ribet dan susah. Terima kasih 🙏
Muhammad Iqbal,5,2022-08-07 5:18:36,"Gassss, lebih memudahkan nasabah dalam bertransaksi, akan tetapi pas awal daftar Brimo, agak sulit saat upload video, mohon diperbaiki servernya. Terimakasih"
Zainal Putuhena,1,2022-08-07 5:15:48,"Mohon pihak terkait, ketika registrasi BRImo di bagian verifikasi wajah, selalu gagal di akibatkan koneksi jaringan internet handphone tidak ada, padahal jaringan internet seluler sy sudah sangat stabil tapi tetap tdk berhasil. Mohon kerjasama & tindak lanjutnya. Terima kasih"
Abd'Wahid Athamimi,1,2022-08-07 5:00:49,"Proses pendaftaran tidak jelas. Selalu terkendala pembuatan video, jaringan stabil dibilang tidak ada koneksi. Tidak ada solusi dari developer 👎👎👎"
Dadau,5,2022-08-07 4:29:33,"Bertransaksi jadi lebih gampang.. Terima kasih BRImo.. mungkin kedepannya bisa kyk aplikasi sebelah,bisa cek saldo tanpa harus login dulu"
bondan versiana,1,2022-08-07 3:31:14,"Baru ini susah banget mo aktivasi..error terus karena jaringan, diwifi yg sinyal lancar juga ga bisa2 ...ga jelas musti gimana.."
Wila Sartika,5,2022-08-07 1:49:54,"Syaa donlot mobile banking lg sudah punya akun tapi link suruh lewat sms tapi ga nerima sms apapun udah nyoba beberpa kali ini gimana yah solusinya, sy bingung ga bisa di utek""jg karena hanya lewat sms"
Siti Nurhaliza,5,2022-08-06 23:49:03,"Bagus banget, lebih mempermudah segala urusan, jadi sat set sat set. Kalo mau setor tunai sama tarik tunai baru ke ATM deh, selebihnya bisa melalui aplikasi ini👍"
Tupani Tupani,1,2022-08-06 19:34:30,"Pas registrasi di rekam video malah nggak muncul gambarnya ,cuma ada layar gelap .mohon untuk ditindak lanjuti agar bisa memudahkan nasabah"
Waode Siti Sarifah,4,2022-08-06 16:30:16,Aplikasi ini memang agak susah masuk tapi kalau udah jadi membantu banget makassi BRImo sukses selalu dan terus di perhatikan ya ❤️
Junaedi Arifin,1,2022-08-06 13:31:26,"Saya sangat kecewa. Kok saldo saya hilang begitu saja.. susah payah saya mencari uang,malah hilang tidak jelas. Saya kira aman,ternyata lebih aman di aplikasi lain."
Ramdan sawaludin,5,2022-08-06 12:51:28,"Selagi ada saldo semuanya praktis dan bisa topup uang digital, cuma belum bisa beli paket data di BRImo sayang sekali padahal udah bagus harus top up uang digital baru bisa beli data internet di aplikasi lain. Satu lagi tolong mutasi rekeningnya bisa di perlihatkan dari mana uang masuk dan keluar nya jngn hanya bisa liat per tanggal berapa nya aja. Makasih kembangkan terus ditunggu update nya"
Rohman Photograph,1,2022-08-06 12:33:42,"Tolong penjelasan permasalahan tiba-tiba setiap login aplikasi selalu tidak bisa dan muncul ""akun dalam ke adaan terblokir, silahkan gunakan fasilitas lupas pasword"".. Yang jadi permasalahan saya setiap login selalu pakai sidik jari, membuka aplikasi juga pakai kunci + sidik jari.. Saya sudah ke bank sebanyak 4 kali hanya untuk bisa login karena tanpa sebab akun saya keblokir (karena kelasahan login saya rasa tidak mungkin karena saya login selalu pakai sidik jari). Tolong kasih penjelasan!"
Ilham Ardi,5,2022-08-06 11:50:39,"Selama ini cukup bagus, cuma saran untuk developer verifikasi wajah dipermudah lagi, karena saya sampai berkali-kali verifikasi wajah."
Dede Norma,2,2022-08-06 10:53:17,Ini gimana sih suruh daftar brimo tapi pas rekaman video gagal melulu padahal pulsa ada kuota ada . Mohon untuk di permudah lah
Darli Herdikha,1,2022-08-06 9:58:50,"Aplikasi nggak guna, susah digunakan karna nggak mendukung beberapa jenis HP. Dan 1 lagi pelayanan wa dllnya nggak bisa diharap, kalo bisa diperbaiki lagi. Baru saya kasih bintang 5, selama belum bisa dipake nggak bakalan saya ubah bintangnya. Trimakasih."
don't forget,5,2022-08-06 7:36:10,Sangat mudah dan berguna... Saran aja kalo mau ngurus Brimo langsung aja datang ke kantor... Dan kalo bisa tambahkan menu setor tunai tanpa atm.. Kalo tarik tunai sudah tersedia
Parman Sidot,1,2022-08-06 6:38:53,"Mudah dipahami, transaksi enak gak ribet.. terus tingkatkan kenyamanan pengguna BRIMO"
Indjjang,1,2022-08-06 5:43:10,"Transaksi lebih mudah,cepat dan hemat waktu.tingkatkan trs pelayanan fitur brimo"
Dwi Putriani Ramadhini,1,2022-08-06 4:04:56,"Suka, bisa membantu kapanpun dan dimanapun"
FaisalKncl,1,2022-08-06 3:59:14,"Sudah berkali kali di coba verifikasi perekaman vidio tetap saja kendalanya ada di koneksi jaringan ,rugi 50k nggk bisa di gunakan"
Oifia Anggelina,2,2022-08-06 2:44:16,Saya sudah melakukan pembayaran sesuai nominal. tapi kenapa tdk muncul intruksi selanjutnya.. dgn bgtu bgmna bisa akun brimo sya terverifikasi.. tolong ini gmna
Ferdi Setiadi,1,2022-08-06 2:31:30,Gak bisa masuk.. ngerekam video udah puluhan kali tapi ada alasan koneksi internet.. lah main ML lancar jaya gak pake lag. Ini verifikasi susah banget
YT Rismayanti elwintang,1,2022-08-06 2:10:34,Saya rasa bintang 1 sangat pantas ini Saya udah 3hari mencoba daftar namun selalu gagal diverifikasi video. Padahal disini jaringannya sangat kuat Alasannya koneksi tidak ada. Padahal internet yang lainya lancar saja. Bahkan saya daftar BNImobil juga lancar saja. Ini malah nyusahin doang.
Masfiya Nur Rahma,4,2022-08-06 1:56:12,Mohon diperbaiki untuk sistem verifikasi saat login ke aplikasi. Sudah beberapa kali saya login tapi terkendala pada SMS. Untuk selanjutnya saya menyarankan verifikasi juga dapat dilakukan melalui email. Terima kasih.
Dodol Sumadi,1,2022-08-06 0:46:38,"Udh berapa kali video rekaman gak bs terus padahal sinyal bagus penerangan video juga bagus, gak ada alternatif lain selain video. Payahh.."
Farah Diva,5,2022-08-06 0:39:44,"Sampai saat ini saya selaku pengguna BRIMO sangat merasakan manfaat aplikasi yang menurut saya sangat membantu dalam melakukan transaksi apapun tanpa perlu effort lebih. Tinggal klik, semua beres👍"
Wira AutoShop,2,2022-08-05 23:18:55,"Aplikasinya bagus, sangat membantu tapi dikit² keblokir, baru mo buka keblokir lagi dan lagi, pemakaian sdh sesuai SOP(logout) tapi ttp saja. Tau2 akun anda keblokir. Tolonglah diperbaiki, mungkin bagus untuk keamanan tapi klo terlalu lebay ya merepotkan banget inih... Fasilitas lupa pasword jg ribet, udah masukin sesuai intruksi munculnya kode erorr bae, suweeee.......!"
Zayn Hasibuan,5,2022-08-05 20:19:52,"Transsaksi semakin mudah dan memuaskan,semoga ke depannya semakin berkembang dengan fitur² yang baru dengan hasil yang memuaskan pula."
Naswar Bintang,5,2022-08-05 20:09:21,"Brimo ini adalah aplikasi terbaik sy temukan, sangat2 membantu sy dalam usaha, dan sangat menguntungkan bagiku, Saya tidak pernah mengalami kendala apapun, semuanya LANCARRRRRRRR thanks BRIMO"
Hilda Tanjung,1,2022-08-05 19:08:44,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
Satrya Abanat,1,2022-08-05 17:02:27,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
Pt. Garjita,1,2022-08-05 16:39:54,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
RENZHI RA,1,2022-08-05 16:17:27,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
DiviSutrisniDarman n,1,2022-08-05 15:20:17,"Kenapa susah sekali untuk daftr brimo? Di suruh foto E-ktp tapi pas di foto kok nggak bisa ngambil gambar KTP, udah di tekan brpa kali tombol cameranya tetap nggak bisa.. nnti aku kasi bintang 5 kalo sudah bisa trdftr😣"
Sintia Marlina,5,2022-08-05 12:38:51,"Saya sangat senang dengan aplikasi ini,,mempermudah transaksi saya dimanapun dan kapanpun jadi nggak perlu repot² mau tf harus ke atm dulu..bisa sambil rebahan aja. Makasih brimo,the best lah buat brimo👍"
cah ndeso,1,2022-08-05 10:20:38,Apk sering eror kode verivikasi lama kekirim harus di ulang ber kali kali terus verivikasi wajah selalu gk cocok padahal sama ada peringatan jaringan padahal jaringan bagus tolong di perbaiki kembali
Michelle C,1,2022-08-05 9:38:02,"Tidak bisa aktifasi krna sudah coba mengulang sampai hampir 200x saat mau upload video,, tapi selalu saja di nyatakan gagal/tidak ada koneksi internet. Yang bener aja, sedangkan jaringan internet di rumah saya ini super kencang sekali, dipakai main game moba aja lancar jaya. Ini malah di blg tidak ada koneksi internet hadeeuh. Capek bikin video aktifasi sampe ratusan kali, tp saat mau di upload selalu gagal dan di nyatakan tidak ada koneksi internet. Ini namanya mempersulit nasabah/customer"
Gusno Channel,5,2022-08-05 9:25:16,"Saya buat rek online nomor rekeningnya 14 digit, sedangkan saat mau daftar brimo harus mengisi nomor rekening 15 digit. Jadi gimana ya supaya bisa daftar brimo. Saya ganti jadi 5⭐, terimakasih untuk responnya cukup cepat sekarang sudah bisa daftar brimo"
Gilang Ramadhan,1,2022-08-05 8:32:34,"Saya sangat senang dengan aplikasi ini,, memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan"
Eval Aprimid,1,2022-08-05 7:51:58,"drtd pagi gk bisa login。katanya user dan fasword salah, padahal uda benar, mau login pia sidik jari, sidik jarinya gk bs di klik, tambah ancur aja makin kesini"
maulana muhammad,1,2022-08-05 7:32:16,"Mau registrasi menggunakan video selalu tidak ada jaringan padahal sudah memakai WiFi yang stabil, tidak usah pakai video-video verivikasi kalau banyak yang bermasalah seperti saya juga. Mau mempermudah malah menjadi mempersulit saja."
opie 9A,1,2022-08-05 7:03:30,"Verifikasi video gagal terus, pemberitahuannya karna koneksi terputus. Tapi dicoba nonton media sosial lain lancar lancar aja"
Soza Daeli,2,2022-08-05 7:00:24,"Hallo Brimo, ini bagaimanakah saya sudah lakukan semuanya, pada saat perekaman sudah, eh pas selanjutnya katanya periksa koneksi jaringan anda wes angel, padahal yo data seluler masih hidup dan udah saya coba berkali-kali, udh jadi ke 3G jg biar makin stabil, tetap gk bisa, solusinya bagaimna???????"
Desy Elviani,1,2022-08-05 6:52:40,"Sumpah, apk sangat jelek, baiknya saya hapus saja daripada bikin saya naik darah tinggi, rekaman video berkali kali selalu gagal alasan tidak ada koneksi jaringan, padahal buka apk yg lainnya lancar² aja, sudah masuk ke email privy id berhasil tapi tampilan tetap rekaman video😡"
fransiskus lewo,1,2022-08-05 6:29:23,Aplikasi apaaan ini.....sudah 4 hari ni gak bisa verifikasi video .padahal sinyal bagus aja ..bukanya membantu malah di persulit ini..kaya gini mau bintang 5..????? Jujur ini sama sekali tidak membantu yang ada malah di persulit.. emang dikira kita gak ada kerjaaan lain apa selain urus verifikasi aja..????? Mau di ulangi berapa kali sehari juga tetap aja gak bisa.anehnya katanya jaringan gak ada..padahal jaringan bagus aja...sumpah aku gak habis mikir ama aplikasi inii soriii cuy...👎👎👎👎
Nursiah,1,2022-08-05 6:20:41,"Parahh banget aplikasi nya. Ini mau daftar udah sampe ke tahap verifikasi otp lewat Email. Selalu gagal, sampe minta otp berkali kali tetap ga bisa. Ribet riwweuh hadehhh. Pokoknya perbaiki dulu deh aplikasi ini"
Qindut,3,2022-08-05 6:18:44,"Utk opsi fast menu biar pgguna plih sendiri kk mau nya menu ap, soalny di brimo yg skrg opsi fast menunya byk yg gak ke pke , yg kepke hya transfer saja.. klo plih sndri kn enak sesuai kbutuhan pengguna."
Athi Suryatti,5,2022-08-05 5:51:34,"Singkatan BRI Bank Rakyat Indonesia ternyata tdk sama dengan pelayanan alikasi Brimo, hanya pengguna android 8 atau ios 11 keatas yg bisa mengakses padahal tdk semua rakyat indonesia mempunyai hp keluaran baru....amat sangat mengecewakan padahal sebelum 1 juli msh bisa diakses seperti biasa"
roofiSQ.i,1,2022-08-05 5:43:31,"parah bener udah berhari hari nyoba daftar selalu link tidak valid gimana sih udah ke kantor BRI nya juga cuma disuruh coba lain hari, ini sudah berhari hari tetap saja tidak bisa."
